Year,Month,GEO,Product Category,Products,VALUE,Taxable,Total tax rate,Value after tax,Essential,COORDINATE,UOM,QualityScore,NormPrice,Essential_Bonus,Region_Weight,Month_Weight,Year_Trend,Review
2017,January,Province 1,Dairy & Eggs,"Block cheese, 500 grams",5.82,No,11.0,5.82,Essential,11.18,Dollars,5,0.07369436728705961,0,0.2,-0.2,0.0,3.0
2017,January,Province 1,Dairy & Eggs,"Yogurt, 500 grams",2.48,No,11.0,2.48,Essential,11.19,Dollars,5,-0.56951035970902,0,0.2,-0.2,0.0,1.7
2017,January,Province 1,Dairy & Eggs,"Eggs, 1 dozen",3.01,No,11.0,3.01,Essential,11.2,Dollars,5,-0.46744493895814515,0,0.2,-0.2,0.0,2.0
2017,January,Province 1,Fruits,"Apples, per kilogram",3.75,No,11.0,3.75,Essential,11.21,Dollars,5,-0.3249385024380556,0,0.2,-0.2,0.0,1.9
2017,January,Province 1,Fruits,"Oranges, per kilogram",2.71,No,11.0,2.71,Essential,11.22,Dollars,5,-0.5252178186284516,0,0.2,-0.2,0.0,3.7
2017,January,Province 1,Fruits,"Oranges, 1.36 kilograms",3.95,No,11.0,3.95,Essential,11.23,Dollars,5,-0.2864232493245179,0,0.2,-0.2,0.0,2.4
2017,January,Province 1,Fruits,"Bananas, per kilogram",1.58,No,11.0,1.58,Essential,11.24,Dollars,5,-0.7428289987199397,0,0.2,-0.2,0.0,1.2
2017,January,Province 1,Fruits,"Pears, per kilogram",3.58,No,11.0,3.58,Essential,11.25,Dollars,5,-0.3576764675845627,0,0.2,-0.2,0.0,3.0
2017,January,Province 1,Fruits,"Lemons, unit",0.88,No,11.0,0.88,Essential,11.26,Dollars,5,-0.8776323846173216,0,0.2,-0.2,0.0,1.0
2017,January,Province 1,Vegetables,"Limes, unit",0.42,No,11.0,0.42,Non-Essential,11.45,Dollars,5,-0.9662174667784583,1,0.2,-0.2,0.0,3.0
2017,January,Province 1,Fruits,"Grapes, per kilogram",7.22,No,11.0,7.22,Essential,11.27,Dollars,5,0.3433011390818234,0,0.2,-0.2,0.0,1.3
2017,January,Province 1,Fruits,"Cantaloupe, unit",2.97,No,11.0,2.97,Essential,11.28,Dollars,5,-0.47514798958085264,0,0.2,-0.2,0.0,1.2
2017,January,Province 1,Fruits,"Strawberries, 454 grams",3.26,No,11.0,3.26,Essential,11.84,Dollars,5,-0.419300872566223,0,0.2,-0.2,0.0,2.4
2017,January,Province 1,Fruits,"Avocado, unit",1.51,No,11.0,1.51,Essential,11.29,Dollars,5,-0.7563093373096779,0,0.2,-0.2,0.0,2.6
2017,January,Province 1,Vegetables,"Potatoes, 4.54 kilograms",4.2,No,11.0,4.2,Essential,11.3,Dollars,5,-0.23827918293259576,0,0.2,-0.2,0.0,2.5
2017,January,Province 1,Vegetables,"Potatoes, per kilogram",2.99,No,11.0,2.99,Essential,11.46,Dollars,5,-0.47129646426949884,0,0.2,-0.2,0.0,2.1
2017,January,Province 1,Vegetables,"Sweet potatoes, per kilogram",2.85,No,11.0,2.85,Essential,11.47,Dollars,5,-0.49825714144897526,0,0.2,-0.2,0.0,2.0
2017,January,Province 1,Vegetables,"Tomatoes, per kilogram",4.48,No,11.0,4.48,Essential,11.31,Dollars,5,-0.18435782857364294,0,0.2,-0.2,0.0,1.3
2017,January,Province 1,Vegetables,"Cabbage, per kilogram",1.78,No,11.0,1.78,Essential,11.32,Dollars,5,-0.7043137456064019,0,0.2,-0.2,0.0,1.5
2017,January,Province 1,Vegetables,"Carrots, 1.36 kilograms",2.46,No,11.0,2.46,Essential,11.33,Dollars,5,-0.5733618850203738,0,0.2,-0.2,0.0,1.8
2017,January,Province 1,Vegetables,"Onions, per kilogram",3.11,No,11.0,3.11,Essential,11.34,Dollars,5,-0.44818731240137627,0,0.2,-0.2,0.0,3.1
2017,January,Province 1,Vegetables,"Onions, 1.36 kilograms",2.76,No,11.0,2.76,Essential,11.35,Dollars,5,-0.5155890053500672,0,0.2,-0.2,0.0,2.5
2017,January,Province 1,Vegetables,"Celery, unit",2.21,No,11.0,2.21,Essential,11.36,Dollars,5,-0.6215059514122959,0,0.2,-0.2,0.0,1.0
2017,January,Province 1,Vegetables,"Cucumber, unit",1.67,No,11.0,1.67,Essential,11.37,Dollars,5,-0.7254971348188477,0,0.2,-0.2,0.0,2.3
2017,January,Province 1,Vegetables,"Mushrooms, 227 grams",1.72,No,11.0,1.72,Essential,11.38,Dollars,5,-0.7158683215404633,0,0.2,-0.2,0.0,1.7
2017,January,Province 1,Vegetables,"Iceberg lettuce, unit",1.73,No,11.0,1.73,Essential,11.48,Dollars,5,-0.7139425588847864,0,0.2,-0.2,0.0,1.5
2017,January,Province 1,Vegetables,"Romaine lettuce, unit",2.09,No,11.0,2.09,Essential,11.49,Dollars,5,-0.6446151032804186,0,0.2,-0.2,0.0,2.6
2017,January,Province 1,Vegetables,"Broccoli, unit",2.02,No,11.0,2.02,Essential,11.39,Dollars,5,-0.6580954418701567,0,0.2,-0.2,0.0,2.9
2017,January,Province 1,Vegetables,"Peppers, per kilogram",6.23,No,11.0,6.23,Essential,11.4,Dollars,5,0.15265063616981192,0,0.2,-0.2,0.0,3.5
2017,January,Province 1,Vegetables,"Squash, per kilogram",3.42,No,11.0,3.42,Essential,11.85,Dollars,5,-0.38848867007539284,0,0.2,-0.2,0.0,1.6
2017,January,Province 1,Vegetables,"Salad greens, 142 grams",3.5,No,11.0,3.5,Essential,11.86,Dollars,5,-0.37308256882997776,0,0.2,-0.2,0.0,2.1
2017,January,Province 1,Vegetables,"Frozen french fried potatoes, 750 grams",2.1,Yes,11.0,2.33,Essential,11.5,Dollars,5,-0.6426893406247416,0,0.2,-0.2,0.0,2.4
2017,January,Province 1,Canned & Jarred Goods,"Frozen green beans, 750 grams",2.95,No,11.0,2.95,Non-Essential,11.51,Dollars,5,-0.4789995148922064,1,0.2,-0.2,0.0,4.0
2017,January,Province 1,Vegetables,"Frozen broccoli, 500 grams",3.04,No,11.0,3.04,Essential,11.52,Dollars,5,-0.46166765099111445,0,0.2,-0.2,0.0,1.8
2017,January,Province 1,Frozen Foods,"Frozen corn, 750 grams ",2.81,No,11.0,2.81,Non-Essential,11.53,Dollars,5,-0.5059601920716827,1,0.2,-0.2,0.0,3.0
2017,January,Province 1,Frozen Foods,"Frozen mixed vegetables, 750 grams ",3.08,No,11.0,3.08,Non-Essential,11.54,Dollars,5,-0.4539646003684069,1,0.2,-0.2,0.0,2.4
2017,January,Province 1,Frozen Foods,"Frozen peas, 750 grams",2.9,No,11.0,2.9,Non-Essential,11.55,Dollars,5,-0.4886283281705909,1,0.2,-0.2,0.0,2.3
2017,January,Province 1,Frozen Foods,"Frozen pizza, 390 grams",4.1,Yes,11.0,4.55,Non-Essential,11.87,Dollars,5,-0.2575368094893647,1,0.2,-0.2,0.0,4.0
2017,January,Province 1,Vegetables,"Frozen spinach, 300 grams",1.52,No,11.0,1.52,Non-Essential,11.88,Dollars,5,-0.754383574654001,1,0.2,-0.2,0.0,4.1
2017,January,Province 1,Fruits,"Frozen strawberries, 600 grams",4.36,No,11.0,4.36,Essential,11.89,Dollars,5,-0.2074669804417656,0,0.2,-0.2,0.0,2.4
2017,January,Province 1,Grains & Bakery,"White bread, 675 grams",2.78,No,11.0,2.78,Essential,11.56,Dollars,5,-0.5117374800387136,0,0.2,-0.2,0.0,3.0
2017,January,Province 1,Grains & Bakery,"Flatbread and pita, 500 grams ",2.75,No,11.0,2.75,Essential,11.9,Dollars,5,-0.5175147680057441,0,0.2,-0.2,0.0,2.5
2017,January,Province 1,Grains & Bakery,"Crackers and crisp breads, 200 grams ",2.29,Yes,11.0,2.54,Essential,11.91,Dollars,5,-0.6060998501668808,0,0.2,-0.2,0.0,1.6
2017,January,Province 1,Grains & Bakery,"Cookies and sweet biscuits, 300 grams ",2.32,Yes,11.0,2.58,Non-Essential,11.92,Dollars,5,-0.6003225621998503,1,0.2,-0.2,0.0,3.4
2017,January,Province 1,Grains & Bakery,"Dry or fresh pasta, 500 grams",2.36,No,11.0,2.36,Essential,11.57,Dollars,5,-0.5926195115771427,0,0.2,-0.2,0.0,3.4
2017,January,Province 1,Grains & Bakery,"Brown rice, 900 grams ",4.27,No,11.0,4.27,Essential,11.93,Dollars,5,-0.22479884434285768,0,0.2,-0.2,0.0,2.4
2017,January,Province 1,Grains & Bakery,"White rice, 2 kilograms",6.94,No,11.0,6.94,Essential,11.94,Dollars,5,0.28937978472287074,0,0.2,-0.2,0.0,4.1
2017,January,Province 1,Grains & Bakery,"Cereal, 400 grams",3.09,No,11.0,3.09,Non-Essential,11.58,Dollars,5,-0.45203883771273007,1,0.2,-0.2,0.0,1.1
2017,January,Province 1,Grains & Bakery,"Wheat flour, 2.5 kilograms",4.67,No,11.0,4.67,Essential,11.59,Dollars,5,-0.14776833811578222,0,0.2,-0.2,0.0,3.1
2017,January,Province 1,Cooking Essentials,"White sugar, 2 kilograms",2.12,No,11.0,2.12,Essential,11.6,Dollars,5,-0.6388378153133879,0,0.2,-0.2,0.0,2.2
2017,January,Province 1,Fruits,"Apple juice, 2 litres",2.8,No,11.0,2.8,Essential,11.61,Dollars,5,-0.5078859547273598,0,0.2,-0.2,0.0,2.0
2017,January,Province 1,Fruits,"Orange juice, 2 litres",3.6,No,11.0,3.6,Essential,11.62,Dollars,5,-0.3538249422732089,0,0.2,-0.2,0.0,2.4
2017,January,Province 1,Beverages,"Roasted or ground coffee, 340 grams",4.59,No,11.0,4.59,Non-Essential,11.63,Dollars,5,-0.16317443936119733,1,0.2,-0.2,0.0,1.9
2017,January,Province 1,Beverages,Tea (20 bags),3.42,No,11.0,3.42,Non-Essential,11.64,Dollars,5,-0.38848867007539284,1,0.2,-0.2,0.0,3.1
2017,January,Province 1,Cooking Essentials,"Ketchup, 1 litre",3.12,No,11.0,3.12,Essential,11.65,Dollars,5,-0.44626154974569937,0,0.2,-0.2,0.0,2.5
2017,January,Province 1,Cooking Essentials,"Vegetable oil, 3 litres",5.67,No,11.0,5.67,Essential,11.66,Dollars,5,0.044807927451906274,0,0.2,-0.2,0.0,3.8
2017,January,Province 1,Cooking Essentials,"Canola oil, 3 litres",6.6,No,11.0,6.6,Essential,11.95,Dollars,5,0.22390385442985652,0,0.2,-0.2,0.0,2.4
2017,January,Province 1,Cooking Essentials,"Olive oil, 1 litre",9.0,No,11.0,9.0,Essential,11.96,Dollars,5,0.686086891792309,0,0.2,-0.2,0.0,2.5
2017,January,Province 1,Infant & Baby Products,"Baby food, 128 millilitres",1.19,No,11.0,1.19,Essential,11.67,Dollars,5,-0.8179337422913381,0,0.2,-0.2,0.0,1.5
2017,January,Province 1,Infant & Baby Products,"Infant formula, 900 grams ",27.22,No,11.0,27.22,Essential,11.97,Dollars,5,4.194826450435594,0,0.2,-0.2,0.0,6.7
2017,January,Province 1,Dairy & Eggs,"Peanut butter, 1 kilogram",3.88,No,11.0,3.88,Essential,11.68,Dollars,5,-0.29990358791425614,0,0.2,-0.2,0.0,2.6
2017,January,Province 1,Canned & Jarred Goods,"Mayonnaise, 890 millilitres ",4.23,Yes,11.0,4.7,Non-Essential,11.69,Dollars,5,-0.23250189496556506,1,0.2,-0.2,0.0,3.0
2017,January,Province 1,Canned & Jarred Goods,"Canned baked beans, 398 millilitres",1.16,No,11.0,1.16,Essential,11.7,Dollars,5,-0.8237110302583688,0,0.2,-0.2,0.0,2.4
2017,January,Province 1,Vegetables,"Canned tomatoes, 796 millilitres",1.26,No,11.0,1.26,Essential,11.71,Dollars,5,-0.8044534037016,0,0.2,-0.2,0.0,2.0
2017,January,Province 1,Canned & Jarred Goods,"Canned soup, 284 millilitres",0.88,No,11.0,0.88,Essential,11.72,Dollars,5,-0.8776323846173216,0,0.2,-0.2,0.0,2.7
2017,January,Province 1,Canned & Jarred Goods,"Canned beans and lentils, 540 millilitres",1.11,No,11.0,1.11,Essential,11.73,Dollars,5,-0.8333398435367532,0,0.2,-0.2,0.0,1.4
2017,January,Province 1,Canned & Jarred Goods,"Canned corn, 341 millilitres",1.07,No,11.0,1.07,Essential,11.98,Dollars,5,-0.8410428941594608,0,0.2,-0.2,0.0,1.7
2017,January,Province 1,Canned & Jarred Goods,"Canned peach, 398 millilitres",1.96,No,11.0,1.96,Essential,11.99,Dollars,5,-0.6696500178042181,0,0.2,-0.2,0.0,1.8
2017,January,Province 1,Fruits,"Canned pear, 398 millilitres",1.95,No,11.0,1.95,Essential,11.1,Dollars,5,-0.6715757804598949,0,0.2,-0.2,0.0,1.0
2017,January,Province 1,Legumes & Dry Goods,"Dried lentils, 900 grams",2.87,No,11.0,2.87,Essential,11.74,Dollars,5,-0.49440561613762146,0,0.2,-0.2,0.0,2.4
2017,January,Province 1,Canned & Jarred Goods,"Dry beans and legumes, 900 grams ",2.63,No,11.0,2.63,Essential,11.101,Dollars,5,-0.5406239198738667,0,0.2,-0.2,0.0,2.4
2017,January,Province 1,Legumes & Dry Goods,"Tofu, 350 grams ",2.07,No,11.0,2.07,Essential,11.102,Dollars,5,-0.6484666285917723,0,0.2,-0.2,0.0,2.1
2017,January,Province 1,Legumes & Dry Goods,"Hummus, 227 grams",3.41,No,11.0,3.41,Essential,11.103,Dollars,5,-0.3904144327310697,0,0.2,-0.2,0.0,2.1
2017,January,Province 1,Canned & Jarred Goods,"Salsa, 418 millilitres",3.14,Yes,11.0,3.49,Non-Essential,11.104,Dollars,5,-0.4424100244343456,1,0.2,-0.2,0.0,2.1
2017,January,Province 1,Grains & Bakery,"Pasta sauce, 650 millilitres",2.07,No,11.0,2.07,Essential,11.105,Dollars,5,-0.6484666285917723,0,0.2,-0.2,0.0,1.7
2017,January,Province 1,Canned & Jarred Goods,"Salad dressing, 475 millilitres",2.39,Yes,11.0,2.65,Non-Essential,11.106,Dollars,5,-0.586842223610112,1,0.2,-0.2,0.0,2.9
2017,January,Province 1,Nuts & Snacks,"Almonds, 200 grams",3.74,No,11.0,3.74,Non-Essential,11.107,Dollars,5,-0.32686426509373245,1,0.2,-0.2,0.0,2.7
2017,January,Province 1,Nuts & Snacks,"Peanuts, 450 grams",3.49,No,11.0,3.49,Non-Essential,11.108,Dollars,5,-0.3750083314856546,1,0.2,-0.2,0.0,3.2
2017,January,Province 1,Nuts & Snacks,"Sunflower seeds, 400 grams ",3.8,No,11.0,3.8,Non-Essential,11.109,Dollars,5,-0.3153096891596712,1,0.2,-0.2,0.0,3.7
2017,January,Province 1,Toiletries & Cleaning,"Deodorant, 85 grams",4.71,Yes,11.0,5.23,Essential,11.75,Dollars,5,-0.14006528749307467,0,0.2,-0.2,0.0,4.0
2017,January,Province 1,Toiletries & Cleaning,"Toothpaste, 100 millilitres",2.43,Yes,11.0,2.7,Essential,11.76,Dollars,5,-0.5791391729874044,0,0.2,-0.2,0.0,2.3
2017,January,Province 1,Toiletries & Cleaning,"Shampoo, 400 millilitres",4.94,Yes,11.0,5.48,Essential,11.77,Dollars,5,-0.09577274641250624,0,0.2,-0.2,0.0,2.7
2017,January,Province 1,Toiletries & Cleaning,"Laundry detergent, 4.43 litres",13.27,Yes,11.0,14.73,Essential,11.11,Dollars,5,1.5083875457663387,0,0.2,-0.2,0.0,3.7
2017,January,Province 2,Meat & Poultry,"Beef stewing cuts, per kilogram",13.57,No,15.0,13.57,Essential,1.1,Dollars,6,1.5661604254366457,0,-0.3,-0.2,0.0,2.1
2017,January,Province 2,Meat & Poultry,"Beef striploin cuts, per kilogram",16.51,No,15.0,16.51,Essential,1.2,Dollars,9,2.13233464620565,0,-0.3,-0.2,0.0,5.5
2017,January,Province 2,Meat & Poultry,"Beef top sirloin cuts, per kilogram",12.09,No,15.0,12.09,Essential,1.3,Dollars,7,1.2811475523964664,0,-0.3,-0.2,0.0,3.9
2017,January,Province 2,Meat & Poultry,"Beef rib cuts, per kilogram",24.63,No,15.0,24.63,Essential,1.41,Dollars,8,3.69605392261528,0,-0.3,-0.2,0.0,8.3
2017,January,Province 2,Meat & Poultry,"Ground beef, per kilogram",8.13,No,15.0,8.13,Essential,1.4,Dollars,5,0.5185455407484202,0,-0.3,-0.2,0.0,2.1
2017,January,Province 2,Meat & Poultry,"Pork loin cuts, per kilogram",5.92,No,15.0,5.92,Essential,1.5,Dollars,6,0.09295199384382839,0,-0.3,-0.2,0.0,2.7
2017,January,Province 2,Meat & Poultry,"Pork rib cuts, per kilogram",5.88,No,15.0,5.88,Essential,1.6,Dollars,8,0.08524894322112085,0,-0.3,-0.2,0.0,3.4
2017,January,Province 2,Meat & Poultry,"Pork shoulder cuts, per kilogram",6.01,No,15.0,6.01,Essential,1.42,Dollars,6,0.11028385774492033,0,-0.3,-0.2,0.0,1.5
2017,January,Province 2,Meat & Poultry,"Whole chicken, per kilogram",5.76,No,15.0,5.76,Essential,1.7,Dollars,5,0.06213979135299821,0,-0.3,-0.2,0.0,2.8
2017,January,Province 2,Meat & Poultry,"Chicken breasts, per kilogram",12.05,No,15.0,12.05,Essential,1.8,Dollars,5,1.273444501773759,0,-0.3,-0.2,0.0,3.5
2017,January,Province 2,Meat & Poultry,"Chicken thigh, per kilogram",8.59,No,15.0,8.59,Essential,1.9,Dollars,5,0.6071306229095567,0,-0.3,-0.2,0.0,3.0
2017,January,Province 2,Meat & Poultry,"Chicken drumsticks, per kilogram",7.92,No,15.0,7.92,Essential,1.43,Dollars,5,0.47810452497920536,0,-0.3,-0.2,0.0,1.5
2017,January,Province 2,Meat & Poultry,"Bacon, 500 grams",4.06,Yes,15.0,4.67,Essential,1.1,Dollars,5,-0.2652398601120723,0,-0.3,-0.2,0.0,2.8
2017,January,Province 2,Meat & Poultry,"Wieners, 400 grams",2.81,Yes,15.0,3.23,Essential,1.11,Dollars,5,-0.5059601920716827,0,-0.3,-0.2,0.0,1.0
2017,January,Province 2,Meat & Poultry,"Salmon, per kilogram",20.53,No,15.0,20.53,Essential,1.78,Dollars,5,2.9064912337877575,0,-0.3,-0.2,0.0,4.6
2017,January,Province 2,Meat & Poultry,"Shrimp, 300 grams",6.3,No,15.0,6.3,Non-Essential,1.79,Dollars,5,0.16613097475955,1,-0.3,-0.2,0.0,4.7
2017,January,Province 2,Meat & Poultry,"Canned salmon, 213 grams",2.77,No,15.0,2.77,Essential,1.44,Dollars,5,-0.5136632426943903,0,-0.3,-0.2,0.0,1.0
2017,January,Province 2,Meat & Poultry,"Canned tuna, 170 grams",1.35,No,15.0,1.35,Essential,1.12,Dollars,5,-0.7871215398005079,0,-0.3,-0.2,0.0,1.0
2017,January,Province 2,Meat & Poultry,"Meatless burgers, 226 grams",3.91,Yes,15.0,4.5,Non-Essential,1.8,Dollars,5,-0.29412629994722544,1,-0.3,-0.2,0.0,2.7
2017,January,Province 2,Dairy & Eggs,"Milk, 1 litre",2.79,No,15.0,2.79,Essential,1.13,Dollars,5,-0.5098117173830365,0,-0.3,-0.2,0.0,1.0
2017,January,Province 2,Dairy & Eggs,"Milk, 2 litres",3.76,No,15.0,3.76,Essential,1.14,Dollars,5,-0.32301273978237877,0,-0.3,-0.2,0.0,1.0
2017,January,Province 2,Dairy & Eggs,"Soy milk, 1.89 litres",3.98,No,15.0,3.98,Essential,1.81,Dollars,5,-0.28064596135748726,0,-0.3,-0.2,0.0,1.7
2017,January,Province 2,Dairy & Eggs,"Nut milk, 1.89 litres",3.85,No,15.0,3.85,Essential,1.82,Dollars,5,-0.3056808758812868,0,-0.3,-0.2,0.0,1.0
2017,January,Province 2,Dairy & Eggs,"Cream, 1 litre",4.56,No,15.0,4.56,Essential,1.16,Dollars,5,-0.16895172732822802,0,-0.3,-0.2,0.0,2.1
2017,January,Province 2,Dairy & Eggs,"Butter, 454 grams",5.05,No,15.0,5.05,Essential,1.17,Dollars,5,-0.07458935720006062,0,-0.3,-0.2,0.0,1.1
2017,January,Province 2,Cooking Essentials,"Margarine, 907 grams",4.32,No,15.0,4.32,Essential,1.83,Dollars,5,-0.21517003106447313,0,-0.3,-0.2,0.0,2.9
2017,January,Province 2,Dairy & Eggs,"Block cheese, 500 grams",6.01,No,15.0,6.01,Essential,1.18,Dollars,5,0.11028385774492033,0,-0.3,-0.2,0.0,1.3
2017,January,Province 2,Dairy & Eggs,"Yogurt, 500 grams",2.94,No,15.0,2.94,Essential,1.19,Dollars,5,-0.48092527754788333,0,-0.3,-0.2,0.0,1.2
2017,January,Province 2,Dairy & Eggs,"Eggs, 1 dozen",3.4,No,15.0,3.4,Essential,1.2,Dollars,5,-0.39234019538674664,0,-0.3,-0.2,0.0,2.2
2017,January,Province 2,Fruits,"Apples, per kilogram",5.37,No,15.0,5.37,Essential,1.21,Dollars,5,-0.012964952218400242,0,-0.3,-0.2,0.0,1.0
2017,January,Province 2,Fruits,"Oranges, per kilogram",4.16,No,15.0,4.16,Essential,1.22,Dollars,5,-0.24598223355530333,0,-0.3,-0.2,0.0,1.8
2017,January,Province 2,Fruits,"Oranges, 1.36 kilograms",5.29,No,15.0,5.29,Essential,1.23,Dollars,5,-0.028371053463815337,0,-0.3,-0.2,0.0,2.9
2017,January,Province 2,Fruits,"Bananas, per kilogram",2.11,No,15.0,2.11,Essential,1.24,Dollars,5,-0.6407635779690648,0,-0.3,-0.2,0.0,1.0
2017,January,Province 2,Fruits,"Pears, per kilogram",5.32,No,15.0,5.32,Essential,1.25,Dollars,5,-0.022593765496784633,0,-0.3,-0.2,0.0,2.0
2017,January,Province 2,Fruits,"Lemons, unit",1.1,No,15.0,1.1,Essential,1.26,Dollars,5,-0.8352656061924301,0,-0.3,-0.2,0.0,1.4
2017,January,Province 2,Vegetables,"Limes, unit",0.76,No,15.0,0.76,Non-Essential,1.45,Dollars,5,-0.9007415364854443,1,-0.3,-0.2,0.0,2.8
2017,January,Province 2,Fruits,"Grapes, per kilogram",9.21,No,15.0,9.21,Essential,1.27,Dollars,5,0.7265279075615237,0,-0.3,-0.2,0.0,1.4
2017,January,Province 2,Fruits,"Cantaloupe, unit",3.36,No,15.0,3.36,Essential,1.28,Dollars,5,-0.4000432460094542,0,-0.3,-0.2,0.0,1.0
2017,January,Province 2,Fruits,"Strawberries, 454 grams",4.58,No,15.0,4.58,Essential,1.84,Dollars,5,-0.16510020201687417,0,-0.3,-0.2,0.0,2.1
2017,January,Province 2,Fruits,"Avocado, unit",2.06,No,15.0,2.06,Essential,1.29,Dollars,5,-0.6503923912474492,0,-0.3,-0.2,0.0,1.6
2017,January,Province 2,Vegetables,"Potatoes, 4.54 kilograms",4.31,No,15.0,4.31,Essential,1.3,Dollars,5,-0.21709579372015014,0,-0.3,-0.2,0.0,1.9
